customer,merchant,frequency
'C1667002698','M840466850',1
'C1793707767','M840466850',1
'C747353905','M1888755466',1
'C2105324799','M933210764',1
'C1057813963','M349281107',1
'C616528518','M1198415165',1
'C427983732','M1053599405',1
'C403631555','M45060432',1
'C1648543319','M1416436880',1
'C132320296','M3697346',1
'C989137021','M209847108',1
'C206142588','M349281107',1
'C1076110991','M692898500',1
'C1046896257','M1352454843',1
'C514238360','M151143676',1
'C260437492','M677738360',1
'C1081618305','M1649169323',1
'C52277164','M933210764',1
'C2132916640','M1946091778',1
'C964866248','M151143676',1
'C359668643','M17379832',1
'C1189752912','M209847108',1
'C476477241','M677738360',1
'C343982358','M349281107',1
'C1201696181','M78078399',1
'C1316160034','M855959430',1
'C47376492','M1872033263',1
'C626467543','M78078399',1
'C1913314890','M349281107',1
'C826715503','M1946091778',1
'C1617547021','M151143676',1
'C1740186506','M1400236507',1
'C2078039202','M1600850729',1
'C1971497679','M1198415165',1
'C1597977404','M1873032707',1
'C208151769','M1873032707',1
'C764316727','M1053599405',1
'C191366309','M1649169323',1
'C1911232863','M1788569036',1
'C1038215695','M923029380',1
'C1155259690','M209847108',1
'C636259913','M45060432',1
'C1689083890','M1600850729',1
'C805483863','M1649169323',1
'C485578112','M1352454843',1
'C1189224644','M209847108',1
'C1615801620','M840466850',1
'C1719044180','M1053599405',1
'C1509106340','M1400236507',1
'C2016890783','M677738360',1
'C433481742','M1913465890',1
'C1510402289','M1946091778',1
'C611182051','M1294758098',1
'C220904895','M1416436880',1
'C1023694383','M209847108',1
'C1507237884','M1649169323',1
'C302774270','M349281107',1
'C474894075','M1600850729',1
'C1375316332','M1741626453',1
'C1076053396','M349281107',1
'C2080088206','M209847108',1
'C1095241409','M1313686961',1
'C1683471006','M855959430',1
'C1189231170','M1313686961',1
'C1694165271','M1842530320',1
'C1199767081','M78078399',1
'C1463356115','M45060432',1
'C648467088','M78078399',1
'C373567366','M1913465890',1
'C192974759','M1600850729',1
'C1732609230','M1600850729',1
'C1282114843','M209847108',1
'C1663162700','M480139044',1
'C1242770016','M50039827',1
'C159675329','M1946091778',1
'C1242686524','M1888755466',1
'C171345183','M1198415165',1
'C1911908507','M1842530320',1
'C1463141739','M980657600',1
'C241071592','M980657600',1
'C1734862058','M923029380',1
'C204633978','M1946091778',1
'C1161927918','M1400236507',1
'C1134533551','M1946091778',1
'C1525483242','M1872033263',1
'C20239039','M2122776122',1
'C1051356798','M1313686961',1
'C2080088206','M1198415165',1
'C1043677034','M97925176',1
'C274486575','M1741626453',1
'C313157633','M1313686961',1
'C438541016','M45060432',1
'C762614808','M151143676',1
'C1125132707','M151143676',1
'C763253161','M1053599405',1
'C2113737065','M923029380',1
'C1587738251','M855959430',1
'C1960866892','M1600850729',1
'C1581709798','M97925176',1
'C1800696439','M97925176',1
'C70991061','M1053599405',1
'C1899748276','M1053599405',1
'C1761368684','M933210764',1
'C249473604','M349281107',1
'C430016376','M151143676',1
'C1555447628','M1946091778',1
'C226835436','M1872033263',1
'C1535009453','M50039827',1
'C478503155','M349281107',1
'C1564693206','M980657600',1
'C1038879380','M1600850729',1
'C1211514218','M1535107174',1
'C956794113','M855959430',1
'C1501156188','M1416436880',1
'C1610565169','M980657600',1
'C261768480','M1053599405',1
'C717345438','M1946091778',1
'C916497516','M1842530320',1
'C532118459','M1400236507',1
'C1388726904','M1400236507',1
'C1037161656','M1600850729',1
'C521213907','M151143676',1
'C429242189','M1600850729',1
'C353985741','M480139044',1
'C1703319891','M480139044',1
'C402571153','M1946091778',1
'C449262890','M17379832',1
'C2116616608','M1946091778',1
'C1273885837','M45060432',1
'C1862240946','M349281107',1
'C987620594','M1946091778',1
'C313266037','M45060432',1
'C707360147','M78078399',1
'C1214587699','M1600850729',1
'C1066003783','M50039827',1
'C245019752','M480139044',1
'C826715503','M349281107',1
'C1990341771','M1842530320',1
'C507831273','M1313686961',1
'C1303226190','M1913465890',1
'C297347471','M349281107',1
'C594146637','M855959430',1
'C95082443','M78078399',1
'C707755349','M1535107174',1
'C652364872','M1600850729',1
'C911078435','M349281107',1
'C608407663','M1600850729',1
'C210563051','M1946091778',1
'C507185945','M1053599405',1
'C1667161948','M209847108',1
'C1903013338','M855959430',1
'C2084566155','M3697346',1
'C809339851','M3697346',1
'C1714385979','M85975013',1
'C626836922','M349281107',1
'C784763814','M209847108',1
'C212188289','M1946091778',1
'C106397937','M840466850',1
'C943088790','M209847108',1
'C1957046981','M1313686961',1
'C207575907','M78078399',1
'C615281750','M209847108',1
'C1998442183','M97925176',1
'C179390259','M855959430',1
'C1155259690','M1198415165',1
'C1299279378','M923029380',1
'C1151600429','M1741626453',1
'C2043823425','M1741626453',1
'C352261908','M1600850729',1
'C73726310','M1600850729',1
'C128812892','M45060432',1
'C712473227','M1600850729',1
'C137688853','M547558035',1
'C327430270','M1873032707',1
'C1884342559','M1946091778',1
'C784613823','M1400236507',1
'C488606576','M1946091778',1
'C1425719203','M840466850',1
'C2082605784','M840466850',1
'C727502065','M1888755466',1
'C1920284556','M1842530320',1
'C2070990530','M1741626453',1
'C837031785','M1600850729',1
'C1708403061','M933210764',1
'C474891377','M1946091778',1
'C1054818236','M1913465890',1
'C23992005','M1294758098',1
'C450949430','M1400236507',1
'C1288983259','M1888755466',1
'C612357573','M1313686961',1
'C206074131','M840466850',1
'C1864768620','M840466850',1
'C2096367617','M1198415165',1
'C2056015074','M209847108',1
'C1865204568','M1649169323',1
'C400803731','M1946091778',1
'C310751417','M1946091778',1
'C1383269171','M980657600',1
'C2078039202','M840466850',1
'C1019678929','M840466850',1
'C969824969','M209847108',1
'C381446674','M840466850',1
'C1076110991','M151143676',1
'C267284908','M840466850',1
'C59149030','M1888755466',1
'C1791014902','M209847108',1
'C1392676510','M1600850729',1
'C1793707767','M1913465890',1
'C233539413','M151143676',1
'C1807765388','M1946091778',1
'C1325422547','M547558035',1
'C1776310825','M1416436880',1
'C2101882723','M1313686961',1
'C2062758473','M209847108',1
'C1741037105','M50039827',1
'C835291219','M923029380',1
'C1990341771','M1313686961',1
'C629170053','M50039827',1
'C769941724','M1649169323',1
'C2129964241','M1873032707',1
'C609359335','M17379832',1
'C1807567788','M1600850729',1
'C1040405455','M1872033263',1
'C59433821','M45060432',1
'C595459074','M677738360',1
'C2090486181','M1400236507',1
'C336519851','M1913465890',1
'C1577983313','M1600850729',1
'C1872660217','M151143676',1
'C1781953799','M1535107174',1
'C1332125345','M1600850729',1
'C1567385001','M1946091778',1
'C1687903356','M1313686961',1
'C1035581047','M1600850729',1
'C811638781','M1400236507',1
'C1914083426','M1053599405',1
'C286236136','M1600850729',1
'C647327489','M1053599405',1
'C702798720','M1649169323',1
'C1156808163','M45060432',1
'C1354799046','M45060432',1
'C2078039202','M1053599405',1
'C1014347664','M1600850729',1
'C764316727','M1946091778',1
'C738091100','M980657600',1
'C1952580233','M855959430',1
'C1597289593','M1946091778',1
'C1453715655','M840466850',1
'C2105324799','M1888755466',1
'C72353846','M1888755466',1
'C103240070','M209847108',1
'C703418892','M151143676',1
'C950325755','M349281107',1
'C1238755034','M692898500',1
'C1007572087','M1649169323',1
'C954636025','M1352454843',1
'C823680818','M50039827',1
'C54706398','M1053599405',1
'C1889984788','M2122776122',1
'C732095806','M2122776122',1
'C914285365','M1400236507',1
'C603564532','M1600850729',1
'C350553475','M855959430',1
'C1828345671','M1913465890',1
'C1460082550','M547558035',1
'C449179311','M547558035',1
'C1516006997','M1872033263',1
'C1394467199','M3697346',1
'C1700159150','M840466850',1
'C1088768738','M840466850',1
'C120661238','M1600850729',1
'C54876469','M78078399',1
'C1400578246','M349281107',1
'C972314568','M78078399',1
'C1963249369','M1842530320',1
'C1986046665','M349281107',1
'C230958403','M151143676',1
'C682298914','M1600850729',1
'C2114634161','M97925176',1
'C442850319','M349281107',1
'C1557448880','M349281107',1
'C1711634686','M45060432',1
'C1966502638','M97925176',1
'C1020355960','M1053599405',1
'C1747786179','M1198415165',1
'C532292379','M980657600',1
'C1862556322','M840466850',1
'C454239699','M45060432',1
'C2076671849','M1888755466',1
'C1139909458','M349281107',1
'C350553475','M1053599405',1
'C1641760998','M1400236507',1
'C34441666','M677738360',1
'C1400578246','M1946091778',1
'C1254696728','M840466850',1
'C1984083185','M1649169323',1
'C537423962','M1946091778',1
'C1304621872','M1913465890',1
'C607766298','M1913465890',1
'C1086957388','M840466850',1
'C386205251','M209847108',1
'C1207935724','M1053599405',1
'C1273015960','M480139044',1
'C26438018','M1946091778',1
'C1939799337','M45060432',1
'C1165454845','M1946091778',1
'C692102449','M1946091778',1
'C1898673978','M1946091778',1
'C932908444','M857378720',1
'C456338836','M17379832',1
'C297745197','M1600850729',1
'C1173530601','M855959430',1
'C1645579872','M1053599405',1
'C898690183','M980657600',1
'C606518659','M209847108',1
'C1263461120','M1313686961',1
'C1923945958','M547558035',1
'C2084449024','M151143676',1
'C227554892','M1649169323',1
'C1768385310','M1352454843',1
'C606355103','M1600850729',1
'C1467731939','M1913465890',1
'C694265356','M855959430',1
'C2055156879','M1946091778',1
'C642158646','M855959430',1
'C691894544','M933210764',1
'C1857263556','M1872033263',1
'C1625937550','M1313686961',1
'C1557540123','M349281107',1
'C537330939','M547558035',1
'C447271561','M349281107',1
'C1352750459','M980657600',1
'C270217031','M1313686961',1
'C289617636','M78078399',1
'C1148635270','M1352454843',1
'C1117403153','M547558035',1
'C1457388461','M1600850729',1
'C1988025089','M1946091778',1
'C1273015960','M151143676',1
'C1990714179','M17379832',1
'C1255643141','M97925176',1
'C1355090926','M1600850729',1
'C777971561','M1053599405',1
'C911364935','M1872033263',1
'C1870872671','M151143676',1
'C835284421','M209847108',1
'C843083567','M349281107',1
'C1321650743','M1600850729',1
'C475831512','M1535107174',1
'C1189224644','M855959430',1
'C664109131','M855959430',1
'C1815278899','M840466850',1
'C510795907','M547558035',1
'C351880818','M480139044',1
'C1904416498','M1400236507',1
'C360019679','M1053599405',1
'C2072009750','M349281107',1
'C1981040988','M855959430',1
'C684162308','M209847108',1
'C1415704373','M1946091778',1
'C17059521','M1600850729',1
'C1877766749','M1913465890',1
'C1340235335','M547558035',1
'C142251484','M78078399',1
'C912222039','M480139044',1
'C819690995','M1872033263',1
'C1733778992','M50039827',1
'C15485686','M151143676',1
'C2128589842','M45060432',1
'C1253245889','M980657600',1
'C1655514881','M980657600',1
'C1657671280','M1741626453',1
'C1642222517','M1946091778',1
'C391642320','M349281107',1
'C658175205','M1198415165',1
'C1844076143','M1842530320',1
'C656901929','M692898500',1
'C106333716','M1913465890',1
'C1975322645','M349281107',1
'C2144330803','M209847108',1
'C936853935','M1400236507',1
'C1425441042','M209847108',1
'C1897708405','M1788569036',1
'C1582152156','M855959430',1
'C579037870','M692898500',1
'C787259637','M1842530320',1
'C140234280','M1053599405',1
'C1543824543','M840466850',1
'C719332132','M151143676',1
'C967790734','M1913465890',1
'C466569235','M50039827',1
'C900235765','M45060432',1
'C1655514881','M480139044',1
'C123366357','M1946091778',1
'C969635352','M45060432',1
'C993553940','M1946091778',1
'C102010508','M1913465890',1
'C841747618','M97925176',1
'C495473039','M855959430',1
'C74848504','M1600850729',1
'C1199849921','M349281107',1
'C1289219178','M45060432',1
'C1366869967','M1400236507',1
'C430016376','M97925176',1
'C440694138','M692898500',1
'C486662508','M209847108',1
'C1375956198','M1741626453',1
'C1870872671','M480139044',1
'C579648989','M1600850729',1
'C790600178','M1741626453',1
'C337165520','M1946091778',1
'C276409392','M1649169323',1
'C637279747','M732195782',1
'C403994735','M732195782',1
'C1505467955','M1913465890',1
'C1469453217','M1649169323',1
'C989321907','M151143676',1
'C312072263','M855959430',1
'C966602067','M151143676',1
'C813128680','M78078399',1
'C746604092','M17379832',1
'C233539413','M840466850',1
'C1334227305','M840466850',1
'C911078435','M732195782',1
'C1821582093','M1649169323',1
'C574062699','M349281107',1
'C11668910','M2122776122',1
'C1239061472','M1842530320',1
'C1345265337','M1872033263',1
'C154987119','M1842530320',1
'C1171622243','M857378720',1
'C1273692645','M857378720',1
'C576545848','M1053599405',1
'C1503009287','M840466850',1
'C1033736586','M1400236507',1
'C1425719203','M349281107',1
'C851417480','M1053599405',1
'C1707421914','M1053599405',1
'C193924578','M1535107174',1
'C1769401317','M855959430',1
'C1080813886','M980657600',1
'C1860405125','M1946091778',1
'C825622087','M2122776122',1
'C723652619','M1535107174',1
'C758849918','M1888755466',1
'C965801920','M1888755466',1
'C1082301057','M480139044',1
'C1484585237','M1913465890',1
'C135434041','M349281107',1
'C1921196241','M1842530320',1
'C2018553540','M1600850729',1
'C1762043633','M1872033263',1
'C1273564839','M1913465890',1
'C536412201','M923029380',1
'C469822988','M855959430',1
'C1683471006','M151143676',1
'C2063574289','M349281107',1
'C1739071229','M1053599405',1
'C339075311','M547558035',1
'C115986226','M1600850729',1
'C597122637','M348875670',1
'C843083567','M1946091778',1
'C512928735','M677738360',1
'C454240137','M1741626453',1
'C463539622','M1842530320',1
'C380564257','M840466850',1
'C333991833','M1649169323',1
'C739589782','M1400236507',1
'C1874220848','M1535107174',1
'C1346358504','M1535107174',1
'C525850964','M1649169323',1
'C605859862','M1649169323',1
'C221508235','M1053599405',1
'C2084566155','M923029380',1
'C2087229084','M1913465890',1
'C1884342559','M1748431652',1
'C722399783','M349281107',1
'C62153477','M349281107',1
'C1705927875','M980657600',1
'C1497895052','M1913465890',1
'C1416816772','M1400236507',1
'C299734038','M1913465890',1
'C1561307190','M480139044',1
'C460218551','M349281107',1
'C866263389','M209847108',1
'C371517012','M547558035',1
'C809339851','M1600850729',1
'C947315968','M209847108',1
'C2042503226','M45060432',1
'C1254696728','M855959430',1
'C1312448128','M1913465890',1
'C1165343027','M2122776122',1
'C1869142879','M349281107',1
'C2031167542','M1313686961',1
'C75274383','M45060432',1
'C1834864466','M1600850729',1
'C1030975170','M1313686961',1
'C403631555','M349281107',1
'C634714812','M78078399',1
'C647089636','M209847108',1
'C742784538','M1913465890',1
'C632538178','M2122776122',1
'C489708690','M1600850729',1
'C1129111658','M855959430',1
'C775533998','M1313686961',1
'C153258882','M1946091778',1
'C1587738251','M1946091778',1
'C121798652','M209847108',1
'C2055489140','M1888755466',1
'C1612748385','M1946091778',1
'C897612698','M980657600',1
'C1100570635','M1600850729',1
'C2051145244','M78078399',1
'C1728647108','M547558035',1
'C1339724832','M1888755466',1
'C1634492186','M855959430',1
'C1283534588','M1053599405',1
'C85676975','M1600850729',1
'C44151986','M1600850729',1
'C1904086644','M1053599405',1
'C1149495561','M1400236507',1
'C998690782','M209847108',1
'C830856919','M1600850729',1
'C1161949399','M840466850',1
'C1927849279','M1913465890',1
'C919751066','M45060432',1
'C841747618','M2080407379',1
'C1386324281','M980657600',1
'C494777408','M677738360',1
'C1629621972','M1600850729',1
'C1204780618','M1842530320',1
'C1514271157','M980657600',1
'C1043282651','M1842530320',1
'C827350474','M1913465890',1
'C282411136','M677738360',1
'C669906110','M349281107',1
'C1869939691','M1913465890',1
'C1887326984','M840466850',1
'C758849918','M1053599405',1
'C1619197936','M50039827',1
'C792820521','M480139044',1
'C2054744914','M1535107174',1
'C2117326082','M78078399',1
'C2138823885','M349281107',1
'C47462628','M1600850729',1
'C138445718','M1946091778',1
'C1413774656','M209847108',1
'C88292631','M1313686961',1
'C1097812196','M1946091778',1
'C602373594','M1946091778',1
'C2118328869','M3697346',1
'C132520837','M1842530320',1
'C869394149','M209847108',1
'C750572020','M1313686961',1
'C908718101','M1600850729',1
'C2132909556','M209847108',1
'C563130428','M1313686961',1
'C71763178','M1053599405',1
'C1379018843','M677738360',1
'C604378279','M1535107174',1
'C1059874896','M349281107',1
'C1630697663','M1913465890',1
'C1995719338','M1872033263',1
'C1896147467','M1946091778',1
'C566582492','M2011752106',1
'C764316727','M2011752106',1
'C1059874896','M495352832',1
'C1480799932','M495352832',1
'C518028573','M677738360',1
'C417267123','M1294758098',1
'C1722275939','M1294758098',1
'C1787537369','M349281107',1
'C311783581','M151143676',1
'C1914083426','M1946091778',1
'C2085186254','M1313686961',1
'C196888452','M1600850729',1
'C1708261114','M855959430',1
'C155412783','M1946091778',1
'C707360147','M1842530320',1
'C102256008','M349281107',1
'C1850870588','M78078399',1
'C791154308','M1600850729',1
'C99729647','M209847108',1
'C384665757','M2080407379',1
'C1359606474','M1913465890',1
'C347987512','M840466850',1
'C417650106','M1649169323',1
'C1861455727','M349281107',1
'C1865204568','M1842530320',1
'C207575907','M855959430',1
'C1139944236','M349281107',1
'C1334227305','M855959430',1
'C2027052970','M692898500',1
'C1838285576','M1400236507',1
'C1194320883','M1788569036',1
'C2028528769','M1053599405',1
'C26438018','M1313686961',1
'C186769596','M349281107',1
'C506565122','M1535107174',1
'C325775693','M1600850729',1
'C1483927110','M1873032707',1
'C37682628','M1873032707',1
'C1667929755','M840466850',1
'C297745197','M840466850',1
'C576453501','M3697346',1
'C1177478758','M840466850',1
'C779872024','M1946091778',1
'C153962249','M1198415165',1
'C2144562698','M980657600',1
'C1036903280','M980657600',1
'C309780280','M855959430',1
'C74457300','M349281107',1
'C1797237747','M1946091778',1
'C1019678929','M1600850729',1
'C899638721','M1400236507',1
'C1870872671','M1842530320',1
'C1903005844','M45060432',1
'C48179336','M1842530320',1
'C830053540','M97925176',1
'C1689346810','M980657600',1
'C824256643','M209847108',1
'C623466885','M1946091778',1
'C1332125345','M1053599405',1
'C1735920391','M97925176',1
'C1210957250','M1913465890',1
'C620551378','M1649169323',1
'C2061535111','M349281107',1
'C1023694383','M1600850729',1
'C936786093','M85975013',1
'C75208519','M117188757',1
'C673994225','M1053599405',1
'C1701939629','M1842530320',1
'C2112751068','M45060432',1
'C1440474435','M1649169323',1
'C1248026439','M1946091778',1
'C2110532720','M209847108',1
'C1535613790','M1741626453',1
'C108266856','M1913465890',1
'C1080719046','M209847108',1
'C592766342','M1053599405',1
'C748216113','M1313686961',1
'C2121874810','M45060432',1
'C156162339','M209847108',1
'C1316160034','M1600850729',1
'C1975714155','M1913465890',1
'C826715503','M1313686961',1
'C1347371891','M349281107',1
'C103240070','M1872033263',1
'C1677202028','M677738360',1
'C371517012','M1294758098',1
'C1561544871','M1294758098',1
'C289653430','M857378720',1
'C823680818','M692898500',1
'C1057285507','M97925176',1
'C2025967620','M3697346',1
'C1132392725','M209847108',1
'C694265356','M840466850',1
'C1975322645','M17379832',1
'C1110919755','M1053599405',1
'C1991822900','M1600850729',1
'C671449181','M933210764',1
'C1092769857','M732195782',1
'C1932334304','M1946091778',1
'C1417312384','M45060432',1
'C1966502638','M1872033263',1
'C1324001180','M677738360',1
'C995746715','M1053599405',1
'C413455659','M349281107',1
'C419087520','M840466850',1
'C564451627','M45060432',1
'C1668825144','M1600850729',1
'C637279747','M855959430',1
'C983659750','M1053599405',1
'C629808856','M1600850729',1
'C1816813783','M1842530320',1
'C294759668','M980657600',1
'C100992504','M1946091778',1
'C167378624','M1842530320',1
'C2100466386','M1600850729',1
'C1337948674','M547558035',1
'C1255236689','M840466850',1
'C802146030','M1535107174',1
'C644541754','M1535107174',1
'C801797246','M1053599405',1
'C2108669396','M1600850729',1
'C1558803570','M1400236507',1
'C277079859','M1748431652',1
'C719598710','M50039827',1
'C59263760','M45060432',1
'C746599731','M151143676',1
'C1659350842','M1946091778',1
'C235542568','M1053599405',1
'C1559091388','M151143676',1
'C757950779','M1313686961',1
'C104392148','M349281107',1
'C1936855292','M1053599405',1
'C161733249','M1053599405',1
'C956794113','M1352454843',1
'C1918088317','M933210764',1
'C218446443','M933210764',1
'C1718279923','M349281107',1
'C1403935304','M1352454843',1
'C1173530601','M1600850729',1
'C1412753123','M1600850729',1
'C1523854098','M1400236507',1
'C304677660','M1053599405',1
'C983636862','M1535107174',1
'C971766834','M151143676',1
'C597122637','M923029380',1
'C1326829513','M855959430',1
'C116665031','M45060432',1
'C1806422891','M45060432',1
'C2103685620','M45060432',1
'C1209651258','M1946091778',1
'C20027851','M1600850729',1
'C1886620334','M349281107',1
'C722922832','M855959430',1
'C1414374774','M1842530320',1
'C1207877529','M151143676',1
'C278484907','M2122776122',1
'C335592096','M840466850',1
'C803065678','M209847108',1
'C1359092613','M1600850729',1
'C1018979501','M677738360',1
'C1714895875','M1053599405',1
'C1428252955','M980657600',1
'C1166075201','M980657600',1
'C153258882','M1400236507',1
'C1670883164','M1313686961',1
'C1057259459','M980657600',1
'C1280960686','M1053599405',1
'C350348759','M45060432',1
'C1204780618','M855959430',1
'C2093963973','M1352454843',1
'C1537903478','M1649169323',1
'C512783217','M1400236507',1
'C394979408','M1053599405',1
'C586830923','M1400236507',1
'C1966964007','M17379832',1
'C987677028','M78078399',1
'C105845174','M1535107174',1
'C249473604','M1913465890',1
'C965801920','M1352454843',1
'C954636025','M97925176',1
'C1994736634','M1741626453',1
'C1067734462','M1416436880',1
'C2125297333','M97925176',1
'C83651461','M480139044',1
'C384136428','M209847108',1
'C2100371435','M349281107',1
'C168361707','M1053599405',1
'C1671770086','M97925176',1
'C309780280','M151143676',1
'C59433821','M1416436880',1
'C1004109477','M1913465890',1
'C564489242','M45060432',1
'C767740583','M209847108',1
'C399061526','M1888755466',1
'C161733249','M1888755466',1
'C1060270098','M3697346',1
'C706757729','M1913465890',1
'C108266856','M1416436880',1
'C171977183','M1788569036',1
'C698318224','M677738360',1
'C1836308269','M97925176',1
'C1193034305','M1352454843',1
'C1999090638','M97925176',1
'C594793398','M78078399',1
'C2141677873','M151143676',1
'C1450354557','M1053599405',1
'C351880818','M1888755466',1
'C637279747','M1748431652',1
'C256152889','M1649169323',1
'C1397554341','M97925176',1
'C405614551','M1053599405',1
'C1166075201','M1649169323',1
'C929298953','M855959430',1
'C1048694975','M209847108',1
'C567897093','M1913465890',1
'C2028528769','M1946091778',1
'C76969430','M1416436880',1
'C197798791','M1400236507',1
'C526384621','M1946091778',1
'C1896250849','M1416436880',1
'C1981040988','M1842530320',1
'C2079384186','M1872033263',1
'C2027892936','M1600850729',1
'C862267590','M349281107',1
'C1209838312','M1842530320',1
'C642583859','M1946091778',1
'C95356','M677738360',1
'C2109575612','M480139044',1
'C2066612191','M349281107',1
'C1490935984','M1198415165',1
'C1134229140','M1352454843',1
'C764092576','M1649169323',1
'C1719485237','M1600850729',1
'C1971497679','M1535107174',1
'C260840933','M1600850729',1
'C1877622224','M1600850729',1
'C1879341237','M78078399',1
'C211657450','M1649169323',1
'C60026962','M1649169323',1
'C1136859577','M1913465890',1
'C1309194397','M1352454843',1
'C311188483','M1053599405',1
'C2008562542','M1535107174',1
'C514864285','M1946091778',1
'C924804429','M1400236507',1
'C775363285','M1313686961',1
'C746711867','M50039827',1
'C939735585','M840466850',1
'C1980881901','M2080407379',1
'C1802570035','M78078399',1
'C875898611','M1600850729',1
'C707326919','M1400236507',1
'C900612785','M1053599405',1
'C616715154','M840466850',1
'C835284421','M855959430',1
'C1897313368','M349281107',1
'C1253245889','M1649169323',1
'C1389311354','M1053599405',1
'C1256908044','M209847108',1
'C1200311106','M1400236507',1
'C425397379','M732195782',1
'C1771632349','M1913465890',1
'C1110919755','M1353266412',1
'C1230747575','M840466850',1
'C1166355595','M1946091778',1
'C1398865038','M840466850',1
'C1898673978','M840466850',1
'C1952937534','M209847108',1
'C656851338','M1946091778',1
'C98014803','M1600850729',1
'C825622087','M50039827',1
'C1963617384','M349281107',1
'C1799527037','M1313686961',1
'C1213002113','M1913465890',1
'C1282333137','M151143676',1
'C1526175877','M1400236507',1
'C1852091130','M209847108',1
'C47809392','M1053599405',1
'C206106585','M349281107',1
'C809708190','M1416436880',1
'C1998442183','M677738360',1
'C1135495199','M1872033263',1
'C2007253908','M1913465890',1
'C1182534509','M1600850729',1
'C1622016247','M1888755466',1
'C165037464','M1600850729',1
'C2001183195','M1400236507',1
'C741739992','M45060432',1
'C1349086787','M980657600',1
'C825969892','M45060432',1
'C1746579125','M17379832',1
'C762614808','M17379832',1
'C1681589600','M151143676',1
'C861856179','M1842530320',1
'C499129070','M1053599405',1
'C1091966081','M1400236507',1
'C383709704','M1946091778',1
'C430171917','M1294758098',1
'C2129810887','M980657600',1
'C1108226372','M840466850',1
'C1229674572','M209847108',1
'C1177478758','M45060432',1
'C1196611038','M923029380',1
'C303533554','M1535107174',1
'C2022102158','M1600850729',1
'C423250256','M349281107',1
'C1918953803','M840466850',1
'C142595093','M732195782',1
'C1259389151','M732195782',1
'C1348847019','M151143676',1
'C1901383731','M1600850729',1
'C2029028090','M1053599405',1
'C1327124397','M1313686961',1
'C1864768620','M547558035',1
'C1321173882','M980657600',1
'C656851338','M980657600',1
'C983659750','M1946091778',1
'C1441133487','M677738360',1
'C869807132','M855959430',1
'C1174217921','M349281107',1
'C1048694975','M1198415165',1
'C146494822','M1535107174',1
'C1991822900','M1313686961',1
'C810002129','M480139044',1
'C538394574','M349281107',1
'C54550671','M547558035',1
'C518028573','M1053599405',1
'C234264885','M1198415165',1
'C879260717','M980657600',1
'C1683471006','M1600850729',1
'C2014169866','M1400236507',1
'C528277773','M1842530320',1
'C177123752','M1913465890',1
'C1597289593','M980657600',1
'C306839491','M855959430',1
'C664109131','M1649169323',1
'C2059060401','M1198415165',1
'C979437396','M1400236507',1
'C1562081159','M923029380',1
'C1122835446','M840466850',1
'C555482626','M1053599405',1
'C1076110991','M1600850729',1
'C1107442215','M45060432',1
'C1394454342','M1946091778',1
'C1764447156','M97925176',1
'C1945950459','M1946091778',1
'C2066612191','M1053599405',1
'C1434012857','M1748431652',1
'C1236489588','M1400236507',1
'C1990714179','M855959430',1
'C1872803698','M840466850',1
'C1981040988','M1726401631',1
'C1963617384','M855959430',1
'C95356','M1788569036',1
'C1207935724','M85975013',1
'C1021896897','M692898500',1
'C1987405562','M1649169323',1
'C1030484150','M1946091778',1
'C417225282','M480139044',1
'C2079384186','M1946091778',1
'C375459759','M78078399',1
'C404075543','M840466850',1
'C1818893825','M1872033263',1
'C1350068848','M1842530320',1
'C798657650','M1872033263',1
'C1249352100','M1649169323',1
'C1628225593','M1946091778',1
'C837113913','M1053599405',1
'C819978438','M677738360',1
'C656851338','M1913465890',1
'C1763371495','M1913465890',1
'C405614551','M85975013',1
'C1598564853','M547558035',1
'C1395098424','M1053599405',1
'C370861553','M209847108',1
'C1018153896','M3697346',1
'C587299231','M1946091778',1
'C1732609230','M1053599405',1
'C908646797','M692898500',1
'C409317605','M50039827',1
'C630302845','M209847108',1
'C341292164','M1946091778',1
'C566232847','M1842530320',1
'C1057259459','M1198415165',1
'C1414112698','M349281107',1
'C744859144','M349281107',1
'C777863522','M1913465890',1
'C1050807234','M97925176',1
'C1734862058','M692898500',1
'C297432139','M97925176',1
'C1780824451','M980657600',1
'C1598564853','M980657600',1
'C1769927077','M1946091778',1
'C1045324088','M151143676',1
'C550190826','M1913465890',1
'C2060778761','M1198415165',1
'C591563666','M1946091778',1
'C1718974481','M840466850',1
'C1789457872','M1888755466',1
'C345640256','M1600850729',1
'C1463356115','M1313686961',1
'C964635168','M1600850729',1
'C1407087523','M209847108',1
'C510795907','M980657600',1
'C85945497','M1946091778',1
'C1340235335','M692898500',1
'C799349963','M1600850729',1
'C2704357','M151143676',1
'C2031167542','M1913465890',1
'C1345586046','M50039827',1
'C1400397779','M45060432',1
'C1237272991','M1053599405',1
'C658256470','M1600850729',1
'C1836308269','M1600850729',1
'C1791793827','M349281107',1
'C421432072','M209847108',1
'C1191069340','M1888755466',1
'C85192293','M1198415165',1
'C1194290880','M85975013',1
'C1464489812','M855959430',1
'C179390259','M732195782',1
'C1236533874','M1416436880',1
'C874725016','M1313686961',1
'C1033736586','M840466850',1
'C1605182199','M1600850729',1
'C1133386558','M349281107',1
'C2095815783','M78078399',1
'C34111179','M1649169323',1
'C199664659','M855959430',1
'C1189367947','M1649169323',1
'C658175205','M1600850729',1
